mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_vec__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.3704463958740234,0.05249141100805135,0.3441906929016113,0.012276343520777857,0.01,"(1, 1)","{'clf__C': 0.01, 'vec__ngram_range': (1, 1)}",0.8087091757387247,0.7978227060653188,0.7838258164852255,0.7900466562986003,0.8102643856920684,0.7981337480559875,0.010287922493649267,7
6.683367395401001,0.35883138400924885,0.9918625354766846,0.06789877189686011,0.01,"(1, 2)","{'clf__C': 0.01, 'vec__ngram_range': (1, 2)}",0.7791601866251944,0.7978227060653188,0.7558320373250389,0.776049766718507,0.7682737169517885,0.7754276827371694,0.013791476999934896,8
1.4266258239746095,0.14170092331192055,0.3174541473388672,0.0181017584479456,0.1,"(1, 1)","{'clf__C': 0.1, 'vec__ngram_range': (1, 1)}",0.8584758942457231,0.8569206842923794,0.8273716951788491,0.8429237947122862,0.8584758942457231,0.8488335925349922,0.012222011013616474,5
7.514843606948853,0.2540752915213381,0.9628407478332519,0.09541330568286045,0.1,"(1, 2)","{'clf__C': 0.1, 'vec__ngram_range': (1, 2)}",0.8444790046656299,0.8351477449455676,0.8149300155520995,0.8211508553654744,0.8367029548989113,0.8304821150855364,0.010819612523126637,6
1.6913358211517333,0.18754417461527847,0.4215205669403076,0.17206786654431047,1.0,"(1, 1)","{'clf__C': 1, 'vec__ngram_range': (1, 1)}",0.9082426127527217,0.9097978227060654,0.9051321928460342,0.8989113530326595,0.9206842923794712,0.9085536547433903,0.007120076604827118,3
7.3519370555877686,0.11244221265286947,0.9033267974853516,0.12080687587990484,1.0,"(1, 2)","{'clf__C': 1, 'vec__ngram_range': (1, 2)}",0.9051321928460342,0.8973561430793157,0.9004665629860031,0.8911353032659409,0.9129082426127527,0.9013996889580094,0.0073342619735935225,4
1.6253368377685546,0.16457654550592155,0.34183735847473146,0.03226119731719716,10.0,"(1, 1)","{'clf__C': 10, 'vec__ngram_range': (1, 1)}",0.9393468118195957,0.9409020217729394,0.9346811819595645,0.9237947122861586,0.942457231726283,0.9362363919129082,0.006743229669884551,1
6.568010139465332,0.2169574049235965,0.6783540725708008,0.12166559824846432,10.0,"(1, 2)","{'clf__C': 10, 'vec__ngram_range': (1, 2)}",0.9346811819595645,0.937791601866252,0.9331259720062208,0.9222395023328149,0.9440124416796267,0.9343701399688958,0.0071200766048271176,2
